cvegeo,nom_ent,nom_mun,acumulacion,sev_eje1,sev_eje2,sev_eje3
14082,Jalisco,Sayula,1,0,0,1
14083,Jalisco,Tala,0,0,0,0
14084,Jalisco,Talpa de Allende,0,0,0,0
14085,Jalisco,Tamazula de Gordiano,0,0,0,0
14086,Jalisco,Tapalpa,0,0,0,0
14087,Jalisco,Tecalitlán,1,1,0,0
14088,Jalisco,Tecolotlán,0,0,0,0
14089,Jalisco,Techaluta de Montenegro,0,0,0,0
14090,Jalisco,Tenamaxtlán,0,0,0,0
14091,Jalisco,Teocaltiche,1,0,1,0
14092,Jalisco,Teocuitatlán de Corona,1,0,0,1
14093,Jalisco,Tepatitlán de Morelos,1,0,1,0
14094,Jalisco,Tequila,0,0,0,0
14095,Jalisco,Teuchitlán,0,0,0,0
14096,Jalisco,Tizapán el Alto,0,0,0,0
14097,Jalisco,Tlajomulco de Zúñiga,1,0,1,0
14098,Jalisco,San Pedro Tlaquepaque,0,0,0,0
14099,Jalisco,Tolimán,1,1,0,0
14100,Jalisco,Tomatlán,0,0,0,0
14101,Jalisco,Tonalá,1,0,0,1
14102,Jalisco,Tonaya,0,0,0,0
14103,Jalisco,Tonila,1,0,0,1
14104,Jalisco,Totatiche,0,0,0,0
14105,Jalisco,Tototlán,1,0,1,0
14106,Jalisco,Tuxcacuesco,1,1,0,0
14107,Jalisco,Tuxcueca,0,0,0,0
14108,Jalisco,Tuxpan,1,0,0,1
14109,Jalisco,Unión de San Antonio,1,1,0,0
14110,Jalisco,Unión de Tula,1,0,0,1
14111,Jalisco,Valle de Guadalupe,1,0,1,0
14112,Jalisco,Valle de Juárez,1,0,1,0
14113,Jalisco,San Gabriel,1,1,0,0
14114,Jalisco,Villa Corona,1,0,0,1
14115,Jalisco,Villa Guerrero,1,1,0,0
14116,Jalisco,Villa Hidalgo,1,0,1,0
14117,Jalisco,Cañadas de Obregón,1,0,1,0
14118,Jalisco,Yahualica de González Gallo,2,1,1,0
14119,Jalisco,Zacoalco de Torres,2,1,0,1
14120,Jalisco,Zapopan,1,0,0,1
14121,Jalisco,Zapotiltic,1,0,0,1
14122,Jalisco,Zapotitlán de Vadillo,2,1,0,1
14123,Jalisco,Zapotlán del Rey,0,0,0,0
14124,Jalisco,Zapotlanejo,1,0,1,0
14125,Jalisco,San Ignacio Cerro Gordo,1,0,1,0
15001,Estado de México,Acambay de Ruíz Castañeda,1,1,0,0
15002,Estado de México,Acolman,0,0,0,0
15003,Estado de México,Aculco,0,0,0,0
15004,Estado de México,Almoloya de Alquisiras,0,0,0,0
15005,Estado de México,Almoloya de Juárez,1,1,0,0
15006,Estado de México,Almoloya del Río,1,0,0,1
15007,Estado de México,Amanalco,0,0,0,0
15008,Estado de México,Amatepec,1,1,0,0
15009,Estado de México,Amecameca,1,0,0,1
15010,Estado de México,Apaxco,0,0,0,0
15011,Estado de México,Atenco,1,0,0,1
15012,Estado de México,Atizapán,1,0,0,1
15013,Estado de México,Atizapán de Zaragoza,2,0,1,1
15014,Estado de México,Atlacomulco,0,0,0,0
15015,Estado de México,Atlautla,1,0,0,1
15016,Estado de México,Axapusco,0,0,0,0
15017,Estado de México,Ayapango,1,0,0,1
15018,Estado de México,Calimaya,0,0,0,0
15019,Estado de México,Capulhuac,0,0,0,0
15020,Estado de México,Coacalco de Berriozábal,0,0,0,0
15021,Estado de México,Coatepec Harinas,0,0,0,0
15022,Estado de México,Cocotitlán,2,1,0,1
15023,Estado de México,Coyotepec,0,0,0,0
15024,Estado de México,Cuautitlán,0,0,0,0
15025,Estado de México,Chalco,1,0,0,1
15026,Estado de México,Chapa de Mota,0,0,0,0
15027,Estado de México,Chapultepec,0,0,0,0
15028,Estado de México,Chiautla,1,0,0,1
15029,Estado de México,Chicoloapan,2,0,1,1
15030,Estado de México,Chiconcuac,0,0,0,0
15031,Estado de México,Chimalhuacán,2,0,1,1
15032,Estado de México,Donato Guerra,1,1,0,0
15033,Estado de México,Ecatepec de Morelos,1,0,0,1
15034,Estado de México,Ecatzingo,2,1,0,1
15035,Estado de México,Huehuetoca,0,0,0,0
15036,Estado de México,Hueypoxtla,0,0,0,0
15037,Estado de México,Huixquilucan,1,0,0,1
15038,Estado de México,Isidro Fabela,1,0,0,1
15039,Estado de México,Ixtapaluca,1,0,0,1
15040,Estado de México,Ixtapan de la Sal,0,0,0,0
15041,Estado de México,Ixtapan del Oro,2,1,1,0
15042,Estado de México,Ixtlahuaca,0,0,0,0
15043,Estado de México,Xalatlaco,1,0,0,1
15044,Estado de México,Jaltenco,0,0,0,0
15045,Estado de México,Jilotepec,1,1,0,0
15046,Estado de México,Jilotzingo,1,0,0,1
15047,Estado de México,Jiquipilco,1,0,1,0
15048,Estado de México,Jocotitlán,0,0,0,0
15049,Estado de México,Joquicingo,1,0,0,1
15050,Estado de México,Juchitepec,1,0,0,1
15051,Estado de México,Lerma,0,0,0,0
15052,Estado de México,Malinalco,1,1,0,0
15053,Estado de México,Melchor Ocampo,1,0,0,1
15054,Estado de México,Metepec,0,0,0,0
15055,Estado de México,Mexicaltzingo,0,0,0,0
15056,Estado de México,Morelos,1,1,0,0
15057,Estado de México,Naucalpan de Juárez,2,0,1,1
15058,Estado de México,Nezahualcóyotl,1,0,0,1
15059,Estado de México,Nextlalpan,1,0,0,1
15060,Estado de México,Nicolás Romero,0,0,0,0
15061,Estado de México,Nopaltepec,0,0,0,0
15062,Estado de México,Ocoyoacac,0,0,0,0
15063,Estado de México,Ocuilan,0,0,0,0
15064,Estado de México,El Oro,0,0,0,0
15065,Estado de México,Otumba,0,0,0,0
15066,Estado de México,Otzoloapan,1,0,1,0
15067,Estado de México,Otzolotepec,0,0,0,0
15068,Estado de México,Ozumba,1,0,0,1
15069,Estado de México,Papalotla,1,0,0,1
15070,Estado de México,La Paz,2,1,0,1
15071,Estado de México,Polotitlán,0,0,0,0
15072,Estado de México,Rayón,0,0,0,0
15073,Estado de México,San Antonio la Isla,0,0,0,0
15074,Estado de México,San Felipe del Progreso,1,1,0,0
15075,Estado de México,San Martín de las Pirámides,0,0,0,0
15076,Estado de México,San Mateo Atenco,0,0,0,0
15077,Estado de México,San Simón de Guerrero,1,1,0,0
15078,Estado de México,Santo Tomás,1,0,1,0
15079,Estado de México,Soyaniquilpan de Juárez,0,0,0,0
15080,Estado de México,Sultepec,0,0,0,0
15081,Estado de México,Tecámac,0,0,0,0
15082,Estado de México,Tejupilco,1,1,0,0
15083,Estado de México,Temamatla,2,1,0,1
15084,Estado de México,Temascalapa,0,0,0,0
15085,Estado de México,Temascalcingo,1,1,0,0
15086,Estado de México,Temascaltepec,0,0,0,0
15087,Estado de México,Temoaya,1,0,1,0
15088,Estado de México,Tenancingo,0,0,0,0
15089,Estado de México,Tenango del Aire,1,0,0,1
15090,Estado de México,Tenango del Valle,0,0,0,0
15091,Estado de México,Teoloyucan,0,0,0,0
15092,Estado de México,Teotihuacán,0,0,0,0
15093,Estado de México,Tepetlaoxtoc,0,0,0,0
15094,Estado de México,Tepetlixpa,2,1,0,1
15095,Estado de México,Tepotzotlán,0,0,0,0
15096,Estado de México,Tequixquiac,0,0,0,0
15097,Estado de México,Texcaltitlán,0,0,0,0
15098,Estado de México,Texcalyacac,0,0,0,0
15099,Estado de México,Texcoco,1,0,0,1
15100,Estado de México,Tezoyuca,2,1,0,1
15101,Estado de México,Tianguistenco,0,0,0,0
15102,Estado de México,Timilpan,0,0,0,0
15103,Estado de México,Tlalmanalco,1,0,0,1
15104,Estado de México,Tlalnepantla de Baz,2,0,1,1
15105,Estado de México,Tlatlaya,1,1,0,0
15106,Estado de México,Toluca,0,0,0,0
15107,Estado de México,Tonatico,1,0,1,0
15108,Estado de México,Tultepec,1,0,0,1
15109,Estado de México,Tultitlán,1,0,1,0
15110,Estado de México,Valle de Bravo,2,1,1,0
15111,Estado de México,Villa de Allende,1,1,0,0
15112,Estado de México,Villa del Carbón,1,1,0,0
15113,Estado de México,Villa Guerrero,1,0,1,0
15114,Estado de México,Villa Victoria,2,1,1,0
15115,Estado de México,Xonacatlán,0,0,0,0
15116,Estado de México,Zacazonapan,1,0,1,0
15117,Estado de México,Zacualpan,1,1,0,0
15118,Estado de México,Zinacantepec,1,1,0,0
15119,Estado de México,Zumpahuacán,0,0,0,0
15120,Estado de México,Zumpango,1,0,1,0
15121,Estado de México,Cuautitlán Izcalli,0,0,0,0
15122,Estado de México,Valle de Chalco Solidaridad,2,0,1,1
15123,Estado de México,Luvianos,1,1,0,0
15124,Estado de México,San José del Rincón,1,0,1,0
15125,Estado de México,Tonanitla,0,0,0,0
16001,Michoacán,Acuitzio,2,1,0,1
16002,Michoacán,Aguililla,1,0,1,0
16003,Michoacán,Álvaro Obregón,0,0,0,0
16004,Michoacán,Angamacutiro,0,0,0,0
16005,Michoacán,Angangueo,1,0,0,1
16006,Michoacán,Apatzingán,3,1,1,1
16007,Michoacán,Aporo,0,0,0,0
16008,Michoacán,Aquila,1,1,0,0
16009,Michoacán,Ario,1,0,0,1
16010,Michoacán,Arteaga,1,1,0,0
16011,Michoacán,Briseñas,1,0,1,0
16012,Michoacán,Buenavista,1,0,1,0
16013,Michoacán,Carácuaro,1,0,0,1
16014,Michoacán,Coahuayana,0,0,0,0
16015,Michoacán,Coalcomán de Vázquez Pallares,1,1,0,0
16016,Michoacán,Coeneo,0,0,0,0
16017,Michoacán,Contepec,0,0,0,0
16018,Michoacán,Copándaro,0,0,0,0
16019,Michoacán,Cotija,2,1,1,0
16020,Michoacán,Cuitzeo,2,0,1,1
16021,Michoacán,Charapan,2,1,0,1
16022,Michoacán,Charo,0,0,0,0
16023,Michoacán,Chavinda,2,1,1,0
16024,Michoacán,Cherán,1,0,0,1
16025,Michoacán,Chilchota,1,0,0,1
16026,Michoacán,Chinicuila,0,0,0,0
16027,Michoacán,Chucándiro,1,0,1,0
16028,Michoacán,Churintzio,0,0,0,0
16029,Michoacán,Churumuco,2,1,0,1
16030,Michoacán,Ecuandureo,1,0,1,0
16031,Michoacán,Epitacio Huerta,0,0,0,0
16032,Michoacán,Erongarícuaro,0,0,0,0
16033,Michoacán,Gabriel Zamora,0,0,0,0
16034,Michoacán,Hidalgo,1,1,0,0
16035,Michoacán,La Huacana,2,1,0,1
16036,Michoacán,Huandacareo,1,0,1,0
16037,Michoacán,Huaniqueo,1,0,1,0
16038,Michoacán,Huetamo,2,1,0,1
16039,Michoacán,Huiramba,0,0,0,0
16040,Michoacán,Indaparapeo,2,1,0,1
16041,Michoacán,Irimbo,0,0,0,0
16042,Michoacán,Ixtlán,1,0,1,0
16043,Michoacán,Jacona,1,0,1,0
16044,Michoacán,Jiménez,0,0,0,0
16045,Michoacán,Jiquilpan,0,0,0,0
16046,Michoacán,Juárez,0,0,0,0
16047,Michoacán,Jungapeo,0,0,0,0
16048,Michoacán,Lagunillas,0,0,0,0
16049,Michoacán,Madero,1,1,0,0
16050,Michoacán,Maravatío,0,0,0,0
16051,Michoacán,Marcos Castellanos,0,0,0,0
16052,Michoacán,Lázaro Cárdenas,1,0,0,1
16053,Michoacán,Morelia,0,0,0,0
16054,Michoacán,Morelos,0,0,0,0
16055,Michoacán,Múgica,2,1,0,1
16056,Michoacán,Nahuatzen,2,1,0,1
16057,Michoacán,Nocupétaro,0,0,0,0
16058,Michoacán,Nuevo Parangaricutiro,0,0,0,0
16059,Michoacán,Nuevo Urecho,0,0,0,0
16060,Michoacán,Numarán,2,0,1,1
16061,Michoacán,Ocampo,0,0,0,0
16062,Michoacán,Pajacuarán,0,0,0,0
16063,Michoacán,Panindícuaro,1,1,0,0
16064,Michoacán,Parácuaro,0,0,0,0
16065,Michoacán,Paracho,2,1,0,1
16066,Michoacán,Pátzcuaro,1,0,0,1
16067,Michoacán,Penjamillo,0,0,0,0
16068,Michoacán,Peribán,0,0,0,0
16069,Michoacán,La Piedad,1,0,1,0
16070,Michoacán,Purépero,0,0,0,0
16071,Michoacán,Puruándiro,1,0,1,0
16072,Michoacán,Queréndaro,1,1,0,0
16073,Michoacán,Quiroga,1,1,0,0
16074,Michoacán,Cojumatlán de Régules,1,0,1,0
16075,Michoacán,Los Reyes,1,1,0,0
16076,Michoacán,Sahuayo,2,0,1,1
16077,Michoacán,San Lucas,2,1,0,1
16078,Michoacán,Santa Ana Maya,2,1,0,1
16079,Michoacán,Salvador Escalante,1,0,0,1
16080,Michoacán,Senguio,0,0,0,0
16081,Michoacán,Susupuato,0,0,0,0
16082,Michoacán,Tacámbaro,0,0,0,0
16083,Michoacán,Tancítaro,0,0,0,0
16084,Michoacán,Tangamandapio,1,1,0,0
16085,Michoacán,Tangancícuaro,1,0,1,0
16086,Michoacán,Tanhuato,0,0,0,0
16087,Michoacán,Taretan,0,0,0,0
16088,Michoacán,Tarímbaro,0,0,0,0
16089,Michoacán,Tepalcatepec,1,0,1,0
16090,Michoacán,Tingambato,1,0,0,1
16091,Michoacán,Tingüindín,0,0,0,0
16092,Michoacán,Tiquicheo de Nicolás Romero,1,1,0,0
16093,Michoacán,Tlalpujahua,0,0,0,0
16094,Michoacán,Tlazazalca,1,0,1,0
16095,Michoacán,Tocumbo,1,1,0,0
16096,Michoacán,Tumbiscatío,1,1,0,0
16097,Michoacán,Turicato,1,1,0,0
16098,Michoacán,Tuxpan,0,0,0,0
16099,Michoacán,Tuzantla,1,0,0,1
16100,Michoacán,Tzintzuntzan,1,0,0,1
16101,Michoacán,Tzitzio,1,1,0,0
16102,Michoacán,Uruapan,1,0,0,1
16103,Michoacán,Venustiano Carranza,1,0,1,0
16104,Michoacán,Villamar,1,0,1,0
16105,Michoacán,Vista Hermosa,1,0,1,0
16106,Michoacán,Yurécuaro,1,0,1,0
16107,Michoacán,Zacapu,1,0,0,1
16108,Michoacán,Zamora,1,0,1,0
16109,Michoacán,Zináparo,1,0,1,0
16110,Michoacán,Zinapécuaro,1,0,1,0
16111,Michoacán,Ziracuaretiro,0,0,0,0
16112,Michoacán,Zitácuaro,1,0,0,1
16113,Michoacán,José Sixto Verduzco,1,0,1,0
17001,Morelos,Amacuzac,1,1,0,0
17002,Morelos,Atlatlahucan,0,0,0,0
17003,Morelos,Axochiapan,1,1,0,0
17004,Morelos,Ayala,0,0,0,0
17005,Morelos,Coatlán del Río,2,1,0,1
17006,Morelos,Cuautla,1,0,0,1
17007,Morelos,Cuernavaca,0,0,0,0
17008,Morelos,Emiliano Zapata,1,0,0,1
17009,Morelos,Huitzilac,0,0,0,0
17010,Morelos,Jantetelco,0,0,0,0
17011,Morelos,Jiutepec,0,0,0,0
17012,Morelos,Jojutla,2,1,0,1
17013,Morelos,Jonacatepec de Leandro Valle,0,0,0,0
17014,Morelos,Mazatepec,1,0,1,0
17015,Morelos,Miacatlán,0,0,0,0
17016,Morelos,Ocuituco,0,0,0,0
17017,Morelos,Puente de Ixtla,1,0,0,1
17018,Morelos,Temixco,1,0,1,0
17019,Morelos,Tepalcingo,0,0,0,0
17020,Morelos,Tepoztlán,0,0,0,0
17021,Morelos,Tetecala,2,0,1,1
17022,Morelos,Tetela del Volcán,0,0,0,0
17023,Morelos,Tlalnepantla,0,0,0,0
17024,Morelos,Tlaltizapán de Zapata,1,0,0,1
17025,Morelos,Tlaquiltenango,1,1,0,0
17026,Morelos,Tlayacapan,0,0,0,0
17027,Morelos,Totolapan,0,0,0,0
17028,Morelos,Xochitepec,2,0,1,1
17029,Morelos,Yautepec,0,0,0,0
17030,Morelos,Yecapixtla,0,0,0,0
17031,Morelos,Zacatepec,1,0,0,1
17032,Morelos,Zacualpan de Amilpas,0,0,0,0
17033,Morelos,Temoac,0,0,0,0
18001,Nayarit,Acaponeta,1,1,0,0
18002,Nayarit,Ahuacatlán,0,0,0,0
18003,Nayarit,Amatlán de Cañas,1,0,1,0
18004,Nayarit,Compostela,1,0,1,0
18005,Nayarit,Huajicori,1,1,0,0
18006,Nayarit,Ixtlán del Río,1,0,1,0
18007,Nayarit,Jala,0,0,0,0
18008,Nayarit,Xalisco,0,0,0,0
18009,Nayarit,Del Nayar,1,1,0,0
18010,Nayarit,Rosamorada,0,0,0,0
18011,Nayarit,Ruíz,1,1,0,0
18012,Nayarit,San Blas,1,0,1,0
18013,Nayarit,San Pedro Lagunillas,1,0,1,0
18014,Nayarit,Santa María del Oro,0,0,0,0
18015,Nayarit,Santiago Ixcuintla,0,0,0,0
18016,Nayarit,Tecuala,0,0,0,0
18017,Nayarit,Tepic,0,0,0,0
18018,Nayarit,Tuxpan,1,0,0,1
18019,Nayarit,La Yesca,1,1,0,0
18020,Nayarit,Bahía de Banderas,2,0,1,1
19001,Nuevo León,Abasolo,0,0,0,0
19002,Nuevo León,Agualeguas,0,0,0,0
19003,Nuevo León,Los Aldamas,1,0,1,0
19004,Nuevo León,Allende,2,0,1,1
19005,Nuevo León,Anáhuac,0,0,0,0
19006,Nuevo León,Apodaca,0,0,0,0
19007,Nuevo León,Aramberri,2,1,0,1
19008,Nuevo León,Bustamante,1,0,0,1
19009,Nuevo León,Cadereyta Jiménez,0,0,0,0
19010,Nuevo León,El Carmen,0,0,0,0
19011,Nuevo León,Cerralvo,1,0,1,0
19012,Nuevo León,Ciénega de Flores,0,0,0,0
19013,Nuevo León,China,2,1,1,0
19014,Nuevo León,Doctor Arroyo,1,1,0,0
19015,Nuevo León,Doctor Coss,2,1,1,0
19016,Nuevo León,Doctor González,1,1,0,0
19017,Nuevo León,Galeana,1,1,0,0
19018,Nuevo León,García,0,0,0,0
19019,Nuevo León,San Pedro Garza García,0,0,0,0
19020,Nuevo León,General Bravo,1,0,1,0
19021,Nuevo León,General Escobedo,0,0,0,0
19022,Nuevo León,General Terán,1,1,0,0
19023,Nuevo León,General Treviño,1,0,1,0
19024,Nuevo León,General Zaragoza,2,1,0,1
19025,Nuevo León,General Zuazua,0,0,0,0
19026,Nuevo León,Guadalupe,0,0,0,0
19027,Nuevo León,Los Herreras,1,0,1,0
19028,Nuevo León,Higueras,1,1,0,0
19029,Nuevo León,Hualahuises,0,0,0,0
19030,Nuevo León,Iturbide,1,1,0,0
19031,Nuevo León,Juárez,0,0,0,0
19032,Nuevo León,Lampazos de Naranjo,0,0,0,0
19033,Nuevo León,Linares,1,0,0,1
19034,Nuevo León,Marín,1,0,0,1
19035,Nuevo León,Melchor Ocampo,1,0,1,0
19036,Nuevo León,Mier y Noriega,0,0,0,0
19037,Nuevo León,Mina,1,1,0,0
19038,Nuevo León,Montemorelos,2,1,0,1
19039,Nuevo León,Monterrey,1,0,0,1
19040,Nuevo León,Parás,0,0,0,0
19041,Nuevo León,Pesquería,0,0,0,0
19042,Nuevo León,Los Ramones,0,0,0,0
19043,Nuevo León,Rayones,2,1,1,0
19044,Nuevo León,Sabinas Hidalgo,0,0,0,0
19045,Nuevo León,Salinas Victoria,0,0,0,0
19046,Nuevo León,San Nicolás de los Garza,0,0,0,0
19047,Nuevo León,Hidalgo,0,0,0,0
19048,Nuevo León,Santa Catarina,0,0,0,0
19049,Nuevo León,Santiago,2,1,0,1
19050,Nuevo León,Vallecillo,2,1,1,0
19051,Nuevo León,Villaldama,1,0,0,1
20001,Oaxaca,Abejones,1,0,0,1
20002,Oaxaca,Acatlán de Pérez Figueroa,1,0,1,0
20003,Oaxaca,Asunción Cacalotepec,1,1,0,0
20004,Oaxaca,Asunción Cuyotepeji,1,0,1,0
20005,Oaxaca,Asunción Ixtaltepec,0,0,0,0
20006,Oaxaca,Asunción Nochixtlán,0,0,0,0
20007,Oaxaca,Asunción Ocotlán,3,1,1,1
20008,Oaxaca,Asunción Tlacolulita,0,0,0,0
20009,Oaxaca,Ayotzintepec,0,0,0,0
20010,Oaxaca,El Barrio de la Soledad,0,0,0,0
20011,Oaxaca,Calihualá,0,0,0,0
20012,Oaxaca,Candelaria Loxicha,1,1,0,0
20013,Oaxaca,Ciénega de Zimatlán,2,0,1,1
20014,Oaxaca,Ciudad Ixtepec,0,0,0,0
20015,Oaxaca,Coatecas Altas,2,1,1,0
20016,Oaxaca,Coicoyán de las Flores,3,1,1,1
20017,Oaxaca,La Compañía,0,0,0,0
20018,Oaxaca,Concepción Buenavista,0,0,0,0
20019,Oaxaca,Concepción Pápalo,2,0,1,1
20020,Oaxaca,Constancia del Rosario,1,0,1,0
20021,Oaxaca,Cosolapa,2,1,1,0
20022,Oaxaca,Cosoltepec,0,0,0,0
20023,Oaxaca,Cuilápam de Guerrero,1,1,0,0
20024,Oaxaca,Cuyamecalco Villa de Zaragoza,1,0,1,0
20025,Oaxaca,Chahuites,2,1,1,0
20026,Oaxaca,Chalcatongo de Hidalgo,0,0,0,0
20027,Oaxaca,Chiquihuitlán de Benito Juárez,2,1,1,0
20028,Oaxaca,Heroica Ciudad de Ejutla de Crespo,1,1,0,0
20029,Oaxaca,Eloxochitlán de Flores Magón,1,0,1,0
20030,Oaxaca,El Espinal,0,0,0,0
20031,Oaxaca,Tamazulápam del Espíritu Santo,1,0,1,0
20032,Oaxaca,Fresnillo de Trujano,1,0,1,0
20033,Oaxaca,Guadalupe Etla,0,0,0,0
20034,Oaxaca,Guadalupe de Ramírez,1,0,1,0
20035,Oaxaca,Guelatao de Juárez,0,0,0,0
20036,Oaxaca,Guevea de Humboldt,1,0,1,0
20037,Oaxaca,Mesones Hidalgo,2,1,1,0
20038,Oaxaca,Villa Hidalgo,2,1,1,0
20039,Oaxaca,Heroica Ciudad de Huajuapan de León,0,0,0,0
20040,Oaxaca,Huautepec,2,1,1,0
20041,Oaxaca,Huautla de Jiménez,3,1,1,1
20042,Oaxaca,Ixtlán de Juárez,1,0,0,1
20043,Oaxaca,Heroica Ciudad de Juchitán de Zaragoza,2,1,1,0
20044,Oaxaca,Loma Bonita,1,0,1,0
20045,Oaxaca,Magdalena Apasco,0,0,0,0
20046,Oaxaca,Magdalena Jaltepec,0,0,0,0
20047,Oaxaca,Santa Magdalena Jicotlán,0,0,0,0
20048,Oaxaca,Magdalena Mixtepec,1,0,0,1
20049,Oaxaca,Magdalena Ocotlán,2,1,0,1
20050,Oaxaca,Magdalena Peñasco,0,0,0,0
20051,Oaxaca,Magdalena Teitipac,2,0,1,1
20052,Oaxaca,Magdalena Tequisistlán,1,1,0,0
20053,Oaxaca,Magdalena Tlacotepec,1,0,1,0
20054,Oaxaca,Magdalena Zahuatlán,1,0,0,1
20055,Oaxaca,Mariscala de Juárez,1,0,1,0
20056,Oaxaca,Mártires de Tacubaya,1,1,0,0
20057,Oaxaca,Matías Romero Avendaño,0,0,0,0
20058,Oaxaca,Mazatlán Villa de Flores,3,1,1,1
20059,Oaxaca,Miahuatlán de Porfirio Díaz,2,1,1,0
20060,Oaxaca,Mixistlán de la Reforma,0,0,0,0
20061,Oaxaca,Monjas,2,1,1,0
20062,Oaxaca,Natividad,1,0,0,1
20063,Oaxaca,Nazareno Etla,0,0,0,0
20064,Oaxaca,Nejapa de Madero,0,0,0,0
20065,Oaxaca,Ixpantepec Nieves,2,1,1,0
20066,Oaxaca,Santiago Niltepec,1,0,1,0
20067,Oaxaca,Oaxaca de Juárez,0,0,0,0
20068,Oaxaca,Ocotlán de Morelos,1,1,0,0
20069,Oaxaca,La Pe,2,0,1,1
20070,Oaxaca,Pinotepa de Don Luis,1,1,0,0
20071,Oaxaca,Pluma Hidalgo,2,1,0,1
20072,Oaxaca,San José del Progreso,1,1,0,0
20073,Oaxaca,Putla Villa de Guerrero,0,0,0,0
20074,Oaxaca,Santa Catarina Quioquitani,0,0,0,0
20075,Oaxaca,Reforma de Pineda,1,0,1,0
20076,Oaxaca,La Reforma,0,0,0,0
20077,Oaxaca,Reyes Etla,0,0,0,0
20078,Oaxaca,Rojas de Cuauhtémoc,0,0,0,0
20079,Oaxaca,Salina Cruz,1,1,0,0
20080,Oaxaca,San Agustín Amatengo,2,1,1,0
20081,Oaxaca,San Agustín Atenango,2,1,1,0
20082,Oaxaca,San Agustín Chayuco,0,0,0,0
20083,Oaxaca,San Agustín de las Juntas,1,1,0,0
20084,Oaxaca,San Agustín Etla,1,0,0,1
20085,Oaxaca,San Agustín Loxicha,1,0,0,1
20086,Oaxaca,San Agustín Tlacotepec,0,0,0,0
20087,Oaxaca,San Agustín Yatareni,2,1,0,1
20088,Oaxaca,San Andrés Cabecera Nueva,0,0,0,0
20089,Oaxaca,San Andrés Dinicuiti,1,0,1,0
20090,Oaxaca,San Andrés Huaxpaltepec,1,1,0,0
20091,Oaxaca,San Andrés Huayápam,0,0,0,0
20092,Oaxaca,San Andrés Ixtlahuaca,0,0,0,0
20093,Oaxaca,San Andrés Lagunas,0,0,0,0
20094,Oaxaca,San Andrés Nuxiño,0,0,0,0
20095,Oaxaca,San Andrés Paxtlán,3,1,1,1
20096,Oaxaca,San Andrés Sinaxtla,0,0,0,0
20097,Oaxaca,San Andrés Solaga,2,0,1,1
20098,Oaxaca,San Andrés Teotilálpam,0,0,0,0
20099,Oaxaca,San Andrés Tepetlapa,3,1,1,1
20100,Oaxaca,San Andrés Yaá,1,1,0,0
20101,Oaxaca,San Andrés Zabache,2,1,1,0
20102,Oaxaca,San Andrés Zautla,0,0,0,0
20103,Oaxaca,San Antonino Castillo Velasco,2,1,1,0
20104,Oaxaca,San Antonino el Alto,0,0,0,0
20105,Oaxaca,San Antonino Monte Verde,0,0,0,0
20106,Oaxaca,San Antonio Acutla,0,0,0,0
20107,Oaxaca,San Antonio de la Cal,0,0,0,0
20108,Oaxaca,San Antonio Huitepec,0,0,0,0
20109,Oaxaca,San Antonio Nanahuatípam,0,0,0,0
20110,Oaxaca,San Antonio Sinicahua,0,0,0,0
20111,Oaxaca,San Antonio Tepetlapa,0,0,0,0
20112,Oaxaca,San Baltazar Chichicápam,2,1,0,1
20113,Oaxaca,San Baltazar Loxicha,2,0,1,1
20114,Oaxaca,San Baltazar Yatzachi el Bajo,0,0,0,0
20115,Oaxaca,San Bartolo Coyotepec,0,0,0,0
20116,Oaxaca,San Bartolomé Ayautla,3,1,1,1
20117,Oaxaca,San Bartolomé Loxicha,0,0,0,0
20118,Oaxaca,San Bartolomé Quialana,2,1,1,0
20119,Oaxaca,San Bartolomé Yucuañe,2,1,0,1
20120,Oaxaca,San Bartolomé Zoogocho,0,0,0,0
20121,Oaxaca,San Bartolo Soyaltepec,0,0,0,0
20122,Oaxaca,San Bartolo Yautepec,1,0,0,1
20123,Oaxaca,San Bernardo Mixtepec,0,0,0,0
20124,Oaxaca,San Blas Atempa,2,1,1,0
20125,Oaxaca,San Carlos Yautepec,0,0,0,0
20126,Oaxaca,San Cristóbal Amatlán,0,0,0,0
20127,Oaxaca,San Cristóbal Amoltepec,1,1,0,0
20128,Oaxaca,San Cristóbal Lachirioag,1,0,1,0
20129,Oaxaca,San Cristóbal Suchixtlahuaca,0,0,0,0
20130,Oaxaca,San Dionisio del Mar,1,1,0,0
20131,Oaxaca,San Dionisio Ocotepec,2,1,1,0
20132,Oaxaca,San Dionisio Ocotlán,1,1,0,0
20133,Oaxaca,San Esteban Atatlahuca,0,0,0,0
20134,Oaxaca,San Felipe Jalapa de Díaz,2,1,1,0
20135,Oaxaca,San Felipe Tejalápam,0,0,0,0
20136,Oaxaca,San Felipe Usila,0,0,0,0
20137,Oaxaca,San Francisco Cahuacuá,1,0,0,1
20138,Oaxaca,San Francisco Cajonos,2,0,1,1
20139,Oaxaca,San Francisco Chapulapa,2,0,1,1
20140,Oaxaca,San Francisco Chindúa,1,0,0,1
20141,Oaxaca,San Francisco del Mar,1,1,0,0
20142,Oaxaca,San Francisco Huehuetlán,3,1,1,1
20143,Oaxaca,San Francisco Ixhuatán,2,1,1,0
20144,Oaxaca,San Francisco Jaltepetongo,0,0,0,0
20145,Oaxaca,San Francisco Lachigoló,1,1,0,0
20146,Oaxaca,San Francisco Logueche,1,0,0,1
